embedding_x,embedding_y
6.1793733,19.910881
6.7512927,20.17215
8.594227,20.58378
2.501161,-0.23073167
7.8477526,20.450506
8.80164,21.295197
6.1028376,19.787737
9.366438,13.869466
-6.7369847,7.137368
0.2856103,-0.47585568
10.591353,15.04506
-6.7840514,7.215057
7.004294,20.107878
-3.007371,1.2219685
14.630944,6.8362026
2.112904,17.159142
2.9605608,0.9103352
3.1797855,18.66514
-6.8288183,7.307815
-6.776541,7.2103825
10.044714,13.21654
-6.810968,7.2689066
2.9098485,2.9332056
7.204897,20.123705
6.829026,21.680601
9.717836,12.482841
4.648254,19.863419
20.543766,15.911355
7.278102,20.197674
9.686057,12.464883
9.489505,13.257876
10.201425,15.473132
10.505982,15.090348
10.684738,12.537506
-6.779527,7.2164025
13.086374,8.125624
-3.5981727,1.3893162
-6.9968243,7.662184
6.597859,21.115444
-6.778631,7.2312317
-6.8236227,7.2881947
-6.807673,7.269165
6.016052,12.775325
9.235337,13.968396
6.95082,22.065697
4.8841715,19.462337
0.29071444,-0.49475265
9.794574,12.379614
-6.7434926,7.142982
-6.7516856,7.153077
8.26382,20.50924
4.5952697,20.267557
7.6861405,9.080594
5.018758,19.607424
2.9319053,0.9057129
7.6560864,9.849232
9.96797,13.194274
6.9013925,21.59315
11.145593,15.05074
-6.8001685,7.2362185
1.506405,17.126394
4.631661,19.774399
7.6587453,9.219364
4.52093,19.366024
20.214602,16.243504
6.8692336,21.971148
20.47682,17.15772
2.8714,2.3610141
6.094172,12.67109
4.6920686,20.289734
16.777634,1.6354668
2.9566898,0.9433482
5.4841146,19.81329
1.9543822,-0.6084989
-6.7603607,7.1629553
4.575815,20.104195
2.8969383,1.3981177
2.8509374,2.4668305
-6.4188557,11.230065
-6.835664,7.2948766
-0.25535226,-0.28345937
-0.09500518,-0.35732323
-6.746234,7.1440344
8.228797,16.87017
4.8324537,18.869411
10.344049,21.32739
6.962919,22.120983
-6.7706146,7.200623
7.545407,15.523154
7.9428167,9.139472
12.927908,8.5950985
6.6242204,21.161163
2.932402,0.8110232
7.3525796,23.572414
8.158552,15.874789
-6.0179143,11.032755
-7.079922,7.3910446
7.077014,15.493708
3.825543,18.82253
-7.009201,7.5045524
2.7313333,0.0035192603
7.6928377,9.746531
5.312687,19.14567
3.1832466,18.146042
10.03481,12.00805
-7.069503,7.767079
-6.9984684,7.51196
-7.0097585,7.5370073
-7.157099,8.022791
-7.0720572,7.3791337
3.4699552,18.027
-5.1006255,8.511989
-7.067088,7.37476
-7.0783653,7.3818164
-7.0594964,7.3738627
-7.0652595,7.3901424
4.7749095,20.088428
2.1381426,17.450296
7.1515975,21.049
3.0008364,17.767548
3.314181,18.590586
15.237978,6.6659
19.983044,16.875473
10.680828,14.998485
4.582092,20.124456
4.5803366,20.252851
8.315764,15.86505
-7.0550456,7.4262247
2.9479902,2.6704066
5.018404,19.596449
7.186652,20.204588
5.590574,19.325283
20.698618,15.975188
-7.218401,8.40065
9.952155,14.751914
8.641429,20.580515
20.363504,17.445938
9.694405,12.814599
5.4505754,19.373558
-3.9653928,1.5863068
-7.07662,7.389188
4.598317,20.239954
20.226665,17.276157
9.611716,12.975596
-7.0643096,7.4349995
-3.402047,1.2912153
-7.05058,7.3980994
6.765797,22.18525
20.046064,17.021574
4.951452,19.944437
5.9752893,12.472388
4.8811746,19.24482
6.9751167,21.8597
8.1954975,15.259192
4.9027386,20.227686
5.188923,20.204926
2.9860542,17.761803
7.5340137,20.461672
6.398001,19.84823
7.7015424,9.825152
5.044899,19.19349
5.134365,19.088703
5.5636725,19.750082
8.048725,15.064519
4.625838,19.776007
8.822053,20.873358
5.3267546,20.07439
6.50163,20.47735
4.3008733,18.993097
-7.388854,8.082494
5.935276,20.076653
-3.6222537,1.3996334
-7.6539927,8.611516
8.174961,15.279246
2.7624328,18.555851
5.19036,20.213043
7.2161493,22.957464
-3.6431491,1.4107295
8.153723,16.518452
16.1722,0.6463475
8.459719,21.418856
-8.047287,8.602814
8.4147,21.31803
6.022584,20.116188
6.5400343,20.492874
9.446539,14.071238
2.8533785,0.13632742
6.8835983,19.937784
-7.272027,8.200539
-7.4282174,8.115383
-3.4569905,1.3108647
3.1557126,18.557152
4.7614007,18.812279
5.2720375,20.161171
0.057116233,-0.40387788
7.6876764,10.038857
6.4591155,23.807425
-2.420648,0.97995955
5.3369703,19.388279
2.0833945,17.111233
6.5387936,20.964977
9.613249,13.19029
-2.0748327,0.7687688
5.5144615,19.26821
6.4976225,20.815266
5.367479,20.019884
5.822755,12.474959
2.9015155,2.4054222
7.342457,22.896938
2.334761,17.803154
4.4105706,18.98551
4.6147957,20.111065
2.538488,18.333252
6.830304,21.226023
16.41664,0.8810932
-3.390329,1.2872858
-7.52937,8.123016
8.409714,15.211625
10.115776,15.592217
7.631324,24.0869
6.49024,20.731903
8.438815,21.386818
4.593347,19.710405
-7.540508,8.118814
6.8349175,15.41505
15.982269,12.281372
4.6063538,19.707659
5.2145643,19.18325
-7.555702,8.159296
-5.0956,8.517332
2.1683302,17.826708
-5.105592,8.50745
1.7431113,16.957376
10.547954,15.054627
9.601243,12.819845
20.854883,15.438593
8.750459,16.790297
10.008679,12.052833
-7.5451694,8.150227
9.844502,14.79703
-7.547505,8.1222925
-7.5358047,8.162183
1.5583059,17.519403
-6.0014057,11.03332
6.5782413,23.676592
5.160518,20.217812
6.751484,22.545532
-2.8212256,1.1774609
8.005336,15.699472
3.5865517,18.660904
7.934581,9.040437
2.8162658,0.109660275
16.753073,1.6295836
5.9971623,20.110264
6.968634,21.639503
20.162937,17.135078
7.7137017,14.824335
1.1304572,16.81189
9.629744,13.957007
2.35931,17.791494
-7.5436916,8.123912
9.202585,14.161624
5.133315,19.578966
5.2313104,19.152098
-7.447203,8.263012
10.27162,15.620263
9.9744215,21.093473
2.9429386,2.555929
2.9608624,2.7939694
7.533514,20.392376
9.762549,13.715936
6.714054,21.2662
1.9039993,-0.63456
5.3267174,19.699955
6.1806817,20.325686
15.294561,6.6043572
3.759239,18.243538
8.654754,20.871004
-7.5455537,8.142538
6.742332,20.309582
6.039721,20.090658
-3.5684958,1.3703377
1.7193761,17.298903
8.737767,21.428793
9.375282,14.4504
4.3091116,19.066183
20.737635,15.931277
-7.5354576,8.133053
16.251823,0.7106711
7.823684,8.99818
7.237424,15.371262
9.761088,20.927803
7.0824738,23.022106
3.8068144,18.256224
8.478961,21.402758
8.76135,21.185987
9.919643,21.019667
14.660907,6.8286843
7.823485,20.445599
2.0306208,17.039057
-5.093961,8.519153
15.37328,6.6658063
-6.040518,11.032167
-7.535107,8.130164
-0.06377053,-8.885061
6.007055,19.62085
-3.5117815,1.3436326
4.656257,20.335754
3.031391,18.482738
6.9980497,15.451917
2.964575,1.0197175
-3.9742308,1.5915631
5.406945,19.838951
2.7382078,18.227509
5.092278,19.709639
20.006588,16.780493
10.569556,12.704163
8.313474,16.88685
4.585016,20.099016
6.8508787,21.167442
2.8108084,18.489195
-3.3612535,1.2941612
5.0627813,19.568811
-2.0918188,0.7786377
-7.697136,8.30996
2.4253173,18.206423
2.7515073,18.294714
7.010242,23.218945
1.8838263,17.114197
5.905058,20.058647
8.640351,16.204014
15.910099,6.0158167
7.091562,22.786333
8.513649,20.656307
4.948471,19.840067
2.43802,18.095293
5.52163,19.793758
7.8317895,9.120168
-7.7472954,8.242364
9.368949,13.725042
-7.752126,8.255969
1.4554696,16.390715
6.9210477,21.67095
-7.733696,8.252259
2.989439,18.470894
2.2291267,17.291454
9.521114,13.056044
7.5901566,20.35812
-7.743115,8.257748
8.37354,20.795
0.26562533,-0.47507808
7.5198665,9.236952
-7.7492876,8.262504
-5.089437,8.523787
-7.216292,8.408999
-7.3432903,8.393158
-7.300529,8.392276
-7.287797,8.395395
-7.302049,8.396712
20.384409,16.047598
4.2589645,18.990568
-7.717361,8.230432
-7.7352076,8.282754
-7.701905,8.279378
10.215649,11.992786
4.6506495,20.337936
7.0564847,23.373138
-5.080885,8.534471
3.8094294,18.246393
-8.075609,8.594356
11.002718,15.639539
4.663643,19.514282
3.117507,18.529179
6.171197,20.151155
6.846764,21.200836
2.612294,17.966194
-8.078464,8.598263
-3.9695768,1.5883917
5.23189,20.166636
4.5698776,19.375402
-8.072016,8.598951
3.4940152,18.634747
11.054992,15.565767
7.465671,20.188293
7.3043237,23.918776
-3.952262,1.5793821
3.8957033,18.304142
10.1238,14.839085
7.67069,10.126176
-8.064251,8.599887
2.8719091,18.616095
2.528695,18.148977
4.720109,19.39404
7.6574903,10.155343
4.504806,19.645939
7.6795416,10.090693
6.549489,20.69432
20.848276,15.534696
2.4791005,17.684084
-8.051975,8.5971365
5.083245,19.226334
5.671248,19.92943
-7.614303,8.562688
5.7766743,19.979666
5.004752,19.60464
9.6333885,12.985017
3.5872667,18.107786
13.831795,7.051651
7.0808964,23.540394
2.9412513,2.4701586
4.554821,19.71491
6.940858,22.096048
21.034311,15.873619
7.923748,9.173307
-2.1209536,0.79819596
8.048958,15.544147
9.918741,12.198212
4.4709616,19.62125
2.8841019,1.9609544
10.453289,12.526889
1.7389693,17.646412
5.6375437,12.567579
8.392837,20.53722
10.31874,12.529687
2.0329325,17.104124
-8.065497,8.599433
-8.060856,8.602392
4.2709475,19.027624
3.0326552,18.511652
10.078452,-3.2473335
9.453028,15.195014
-5.0927525,8.521634
5.228611,20.169132
2.9241886,2.4470818
9.3145685,21.045029
-2.1242409,0.7966942
20.316465,16.124071
-8.016133,8.572486
10.269646,21.631765
7.1418667,20.857767
1.7096782,17.56368
8.700486,21.019312
-8.056613,8.595769
1.4086677,-0.66107583
13.292205,6.962695
15.408603,6.5980353
16.242825,0.7012521
8.556344,16.220863
-8.061591,8.595893
8.562981,15.064752
10.662442,12.583156
13.074322,7.498037
-8.062933,8.597713
6.609888,21.16253
7.55051,24.10616
6.9454455,20.0233
7.527257,20.24849
8.930745,21.01665
9.30645,13.90791
8.5574045,20.58272
9.135891,20.777786
0.27780247,-0.47919622
-7.6283364,8.956463
16.626041,1.3049982
10.243281,12.985739
2.7572653,18.620222
5.226127,19.486681
9.2346525,13.974006
9.606341,15.200215
4.934234,19.548752
-2.1603131,0.8234459
4.3574557,19.114244
-2.7910829,1.1646966
7.4209595,20.763788
-7.5787396,8.885189
-7.575092,8.871789
7.423661,23.206259
4.5899568,19.973808
9.641502,22.005127
-7.576709,8.859299
8.915769,20.853233
7.5779495,24.10022
-7.5861115,8.9066925
1.3429517,16.325346
1.4413098,-0.6740476
9.674992,20.921259
13.783225,6.9935884
-2.0881786,0.7768523
-7.4794674,8.6301985
10.958925,15.728881
2.7180846,0.03592117
-7.6369452,8.966335
-7.6391397,8.959706
20.451723,17.334517
5.0020685,19.778484
4.258501,19.004417
7.3105197,23.979
-7.6411824,8.965608
10.542993,15.208238
7.0295496,20.001184
8.121723,15.933171
7.3407297,15.532876
-7.560214,8.872659
-7.49883,8.669371
10.67814,12.431519
-5.089401,8.523712
8.765533,16.796875
2.475142,17.663303
6.532909,20.966297
7.464834,23.375565
-0.17184709,-0.31779385
15.400782,6.662657
9.854801,12.244294
-3.8504093,1.5227854
13.554997,6.9069753
8.942179,20.935976
-6.16894,11.0547495
3.4872155,18.040834
-7.648037,8.9822855
16.790203,2.1247122
1.1640598,17.243128
-3.6955488,8.988218
9.810179,20.985495
8.574466,15.928108
20.773912,15.82731
1.7104394,17.385445
-7.56952,8.855543
9.566233,13.172985
8.237278,15.905781
6.938399,22.061865
7.6680555,9.933006
2.942795,1.056701
8.197945,16.661797
-7.6306725,8.969339
7.953289,9.149545
14.645867,6.8298593
-7.322374,8.453593
-7.2791114,8.438681
-0.7492345,-0.061100416
-7.2989693,8.437263
-7.556224,8.837423
9.843986,14.781511
6.2041903,19.653524
6.6342096,19.86119
4.8243628,18.857153
5.513088,19.538582
5.272095,19.65614
4.966569,18.943882
9.044713,14.192204
-5.0822983,8.534504
8.227986,15.934579
8.739804,16.78116
3.2511806,17.995047
7.074662,20.085135
-7.5596237,8.876692
15.311593,6.6935873
-7.6087904,8.943789
9.476684,14.05821
5.5035834,20.086052
7.601302,20.388878
-7.5529156,8.863824
-3.5575395,1.3625432
-7.543366,8.845893
9.647561,13.542478
2.9645483,0.88456315
-2.2839465,0.89377636
10.27237,14.892208
9.739352,21.23081
20.107138,16.396536
7.5909634,15.355255
16.739023,1.6146014
2.527018,17.633078
8.949843,14.94118
2.7422223,18.548935
6.231523,12.939615
-3.5975811,1.381115
-7.6069674,8.936084
-7.5306544,8.839584
7.7854958,20.507624
20.8045,15.403405
8.583672,15.023759
6.0281334,20.150686
-5.0838413,8.530637
-7.2069206,8.419
-7.598026,8.933542
4.18603,19.002586
7.329205,20.823174
-7.594952,8.92601
6.8531814,22.964584
9.901573,15.486638
10.264652,21.639353
-6.6878057,10.899976
-6.643002,10.943779
5.5446606,19.802504
5.24739,20.168268
2.948412,2.5933933
-6.003464,11.036373
8.505488,21.43595
5.079881,20.044323
8.676853,21.463799
8.172066,15.278353
8.61706,16.014832
16.228657,0.6848563
6.977358,15.327577
-1.0864149,0.15648228
16.796522,1.9366634
5.1952167,19.189175
6.036443,20.206135
8.952724,21.157097
5.5187726,19.771635
8.345409,15.121516
-6.6676106,10.968096
-6.6422544,10.962613
13.149088,8.390597
-6.652781,10.997025
-6.654842,10.976018
5.8975773,20.036055
9.388141,20.8602
1.3374803,16.366879
2.0090597,17.075855
5.5299335,19.930542
2.8441482,2.4677124
-6.6458263,11.004091
7.4981103,20.291677
-5.0130076,8.61044
5.8600307,20.055403
2.6711817,18.439106
-6.6278024,11.029937
16.786575,2.1360743
8.828591,21.109255
8.719383,14.988009
-5.008656,8.61912
7.5550647,20.3104
7.959043,15.42563
2.5560734,17.822914
8.182399,20.579082
15.879048,6.0511193
-0.8146645,-0.027483122
9.809387,13.181967
5.590271,19.915686
-6.6290846,11.026118
5.9834514,19.774446
6.1218977,20.25416
13.827116,7.0611377
9.51225,14.037812
-6.615267,10.9650345
6.395442,13.019383
5.611585,19.574865
2.955995,0.81576973
-6.6345477,11.022257
6.7830496,21.22353
8.730387,20.596966
-6.638932,11.025275
-3.7250595,1.4534923
1.8712999,-0.63346577
7.048805,23.23401
2.8772523,1.7307241
4.945683,19.77735
-6.627723,11.026577
9.705572,21.716787
-1.0190017,0.11152246
-6.626405,11.015752
6.6078777,21.039927
8.220999,15.888046
16.413559,0.88516635
-6.5368524,11.106991
-1.1784738,-7.1525483
10.828077,-6.55693
-6.5506325,11.062517
3.2306826,17.93567
9.586216,13.357092
20.056656,5.936872
6.9638214,22.102383
9.344461,15.042815
-6.544465,11.092922
12.7207155,7.610505
18.286234,-3.813428
-6.5419965,11.086162
6.6732125,20.083513
10.482045,12.848575
3.0108364,18.458023
14.61569,6.8366833
-6.5171604,11.091156
9.026705,14.2086525
1.9526798,17.326078
9.027233,14.264416
2.4355752,17.645555
-6.5278215,11.09388
2.7476218,18.499023
6.360544,13.017851
4.9116836,20.246572
10.537379,15.601664
5.389894,19.414093
8.953342,20.60351
9.694348,12.54436
4.547433,20.0391
19.99439,16.741488
2.9425328,1.052141
15.3127775,6.6212716
9.330516,21.426193
7.075725,23.795835
-6.5366807,11.100018
-3.9716084,1.5897027
8.610965,15.049357
5.9917016,20.112556
-7.172014,8.439233
2.0599034,17.157997
-6.530706,11.043899
-6.5080776,11.049361
-6.5741324,10.998328
-6.493408,11.074872
-6.5514555,11.092366
10.411543,12.517313
2.9283655,18.368603
7.403681,20.2023
2.4550302,17.573004
8.775093,16.77904
9.875073,21.817436
13.021731,7.4518867
1.2139983,17.328176
2.420249,-0.29451382
3.8090694,18.248833
-2.427218,0.9857936
10.276588,12.966549
10.170266,15.518625
2.8181336,2.4219286
-6.3698354,11.202383
5.09352,19.522057
9.200217,14.006531
10.151182,14.857311
21.062395,15.886586
2.8406942,18.37739
10.348529,21.423939
12.770511,7.5713983
-1.003858,0.10147455
7.933124,9.082559
-6.3645,11.251926
16.738499,1.624541
1.2535906,16.425453
10.099046,11.918113
-6.4187107,11.049685
-6.3937163,11.23364
8.673622,16.285011
15.234157,6.661374
13.242459,7.600362
7.823848,9.667338
-2.82858,1.1796799
20.798454,15.898321
8.674115,16.302502
6.5300813,20.680614
-6.3935575,11.230066
2.8708014,1.8167446
3.353946,18.738003
-6.3709207,11.246271
5.3481207,19.659994
8.81571,15.862281
18.452642,11.941757
10.579413,15.523637
7.758891,20.427414
-6.3527246,11.243223
23.574133,6.8735485
-6.394553,11.220352
15.321806,6.675484
-5.907368,11.0371
6.855252,21.831045
-5.8741493,11.06862
20.01967,16.920238
1.7723699,17.688892
2.9357264,18.468405
-0.9160992,0.033645175
11.046278,15.352459
7.01509,21.026804
-2.5739348,1.0663095
6.33438,12.939956
6.651686,21.087137
6.9475136,21.940144
4.580606,19.679464
6.1824217,12.958843
13.23475,7.3344827
9.564578,12.950474
2.8883402,2.2598097
5.208088,19.20695
8.528624,21.399218
9.493004,14.783425
15.244057,6.735416
2.699516,17.825624
9.11094,20.944103
-5.913928,11.022994
1.6687627,17.589216
-5.890585,11.046695
2.9114368,1.4101948
8.883525,20.660318
-5.8715415,11.044401
-5.9206967,11.015829
8.635512,20.659403
6.8192616,21.429434
2.3507147,17.794664
2.4323108,17.886356
19.983295,16.854834
7.6268435,9.713585
-5.907779,11.01232
10.553543,12.73809
-5.8958044,11.050959
4.2272873,18.994196
-2.061534,0.76039827
-0.14597692,-0.32367194
-5.8910966,11.045441
-5.8943944,10.989824
20.749475,15.37792
3.1377985,18.61645
2.3327749,17.80152
4.093288,18.97002
9.378672,14.188046
15.066952,6.7677636
-5.903731,11.034385
4.600635,20.2591
6.882647,21.913551
9.137025,14.096256
2.93379,1.3093789
9.837681,21.823088
-1.143053,0.19320506
-5.911835,11.021918
2.9250052,1.2390313
12.996362,8.517008
-3.4539425,1.3151997
20.79049,15.400765
-5.8675437,11.056218
1.9068263,-0.61842215
6.1986184,19.90319
9.468166,20.817686
4.5842023,20.208239
7.800262,9.662155
-5.776116,10.980856
-5.638444,10.938455
2.2456925,17.414526
5.2080507,20.181328
2.85754,0.17710993
2.8116972,18.25689
5.154484,19.204689
1.2632145,16.429426
10.062984,14.787853
-5.620715,10.933274
-5.6194596,10.930003
9.816645,12.377826
5.6120777,12.738224
-5.6200867,10.931319
2.8936021,2.004392
-5.638999,10.938589
-4.988257,8.643877
11.316518,15.020988
-4.974367,8.657988
-4.9682145,8.665143
16.792028,1.9143585
-5.612684,10.928876
7.4639387,20.234306
6.4627514,20.507753
-5.620597,10.932372
-4.9777455,8.65382
-4.988301,8.642471
7.343122,22.936342
-5.62233,10.932942
-5.6785707,10.952055
7.6613774,9.239781
8.205249,20.662598
15.19831,6.6395
-3.394134,1.2963326
8.114365,15.111838
8.294408,20.486704
-3.6170235,8.912353
-3.6128893,8.906736
-3.6080353,8.905586
-3.6215067,8.923041
-3.61719,8.91254
-3.5932307,8.891229
6.025428,12.945705
-3.647929,1.41261
4.6638083,20.31759
-4.493794,9.028057
-3.6784854,8.978411
8.767448,16.780022
20.730343,15.421601
-3.6479564,8.946888
6.616804,21.144613
1.3097502,16.476416
1.2465695,16.418932
2.9583,0.91859615
15.821383,6.1160097
10.011057,11.996475
-4.471557,9.05177
2.0654173,17.092033
6.802931,22.106234
8.9996605,20.645872
-4.4411974,9.065244
-3.6647785,8.966618
-4.265177,9.157461
-3.6521409,8.950113
-3.6703918,8.975298
-3.7284975,9.003087
-3.6530137,8.953754
-3.6513567,8.953254
6.2772517,20.269424
-3.8089135,9.4405985
1.7339549,17.652382
7.9967923,15.356542
-4.337685,9.137716
-3.8260992,9.41346
-3.8334389,9.4596405
-3.8138058,9.425509
1.0149368,17.091072
-4.33857,9.142414
7.408752,20.846655
1.221503,16.388634
11.081149,15.378904
-4.2509794,9.207595
-3.8105748,9.416977
7.571291,9.143409
-3.8918614,9.308855
-3.8274746,9.405983
-4.2118907,9.192202
-4.3043327,9.156443
-4.337961,9.134029
-4.3503604,9.172468
-4.308678,9.154822
-4.273263,9.183201
-4.212906,9.190563
-4.1371326,9.198377
-4.072512,9.209132
-4.2093506,9.191094
-4.1324434,9.201858
-3.93864,9.23536
-3.867087,9.284
-3.8450518,9.339454
-7.080693,8.458671
-3.8133008,9.4464445
-3.9237828,9.239553
-3.8450046,9.323068
-3.8011444,9.441692
-3.8065894,9.426619
16.787722,1.8708273
3.0897124,18.443333
9.556577,20.873413
10.054854,12.818256
-3.9165912,9.560444
-3.9374769,9.573497
9.535217,14.877758
-0.13910149,-8.823716
-0.810321,-0.02769597
-3.907911,9.568211
2.8416774,0.16649844
-4.1162643,9.745646
5.4620967,12.686224
-4.121184,9.753498
11.250493,15.069203
-4.125409,9.7358465
-4.1200333,9.749441
-4.2209964,9.332309
-0.7940445,-0.032616764
-4.9821,8.650154
6.6644197,15.342109
-4.111201,9.746039
-4.143233,9.67426
-4.111362,9.746941
-4.115943,9.743275
-4.1302,9.735157
-4.1384935,9.723488
-4.1009984,9.756141
9.701998,12.558228
20.04901,16.946108
-2.7807953,-4.3020406
7.34547,20.16863
20.022339,16.60174
-2.3471148,-4.4932537
20.794699,15.885079
2.9895601,18.48535
7.106769,23.14324
20.198078,17.050282
16.787943,1.6716642
8.46575,20.555454
7.862649,15.389052
6.6664157,23.032434
2.9019027,2.3765678
4.597918,20.035032
-2.7897403,-4.3119
9.545109,13.032356
-2.7896843,-4.3082423
20.81748,15.83194
-2.376056,-4.4642525
16.23784,0.6948104
9.667094,13.477661
1.7760835,16.80299
-3.6581025,1.4184825
7.0594373,22.483845
-2.78121,-4.301969
3.6203911,18.127003
-2.7848551,-4.3063755
9.030633,15.147629
-2.7941048,-4.3098135
-2.7151363,-4.2605734
15.322476,6.589715
7.402173,20.279291
16.776167,1.6601444
-2.61233,-4.241059
-2.444186,-4.3961444
7.8534513,15.263091
2.9480722,1.0232219
4.6506248,20.293661
9.899946,12.926535
7.257283,20.827255
5.5769362,19.950245
-2.152179,0.8214741
8.497419,15.228637
10.243235,15.64107
18.254395,-3.730904
5.4826803,19.775904
-3.6270378,1.403055
-2.3581116,-4.482111
20.235016,16.20054
-2.6656048,-4.1717925
-2.7335413,-4.2608004
2.8740556,1.8421183
20.432053,17.321863
6.8889747,15.282274
16.812355,1.9619477
6.9074354,22.022848
-2.7901106,-4.284281
9.531568,21.842136
-2.7357697,-4.2654
2.0772536,-0.5286377
1.97431,-0.59619576
7.77542,9.260437
13.677146,6.888982
2.2246852,-0.427299
2.8715084,1.8429809
-2.356382,-4.4776654
5.734691,12.509157
-2.6464734,-4.1999073
-2.7647922,-4.213726
-0.99286866,0.09383256
-2.757502,-4.231104
2.8360264,0.124637365
2.9509299,18.602089
-2.3483586,-4.4911404
8.509637,15.145775
9.140561,20.963528
7.72837,10.175179
-2.770106,-4.220556
-2.7771206,-4.242987
20.821703,15.435203
-2.7501023,-4.212087
9.920124,14.782523
-0.7929992,-0.03489677
15.343744,6.5873494
-2.776674,-4.228754
-2.7706413,-4.234256
16.808823,1.9883465
8.9990225,20.703821
9.714896,12.527513
19.977644,16.801044
9.81282,21.196125
2.4890375,17.506212
8.149777,15.300354
6.652872,19.793201
-2.6600897,-3.804047
7.702349,9.049387
6.6270275,23.089924
-2.675921,-3.8020337
13.267759,8.23829
0.99330777,17.119705
8.561481,16.159534
7.1160855,23.196299
7.2626615,20.172438
5.294555,20.11084
6.480092,23.813753
20.677322,15.54224
-2.6774306,-3.8048167
6.0357137,20.15014
1.6521158,17.276728
9.04181,14.176878
-2.2938497,-4.5407467
9.860514,13.066067
7.688059,9.234518
9.527329,12.939253
-2.6864035,-3.7293007
8.469726,20.657633
5.324169,20.027052
-2.681495,-3.7337441
8.668998,20.983797
-2.679232,-3.7406762
-0.16337809,-0.31015563
-3.382941,1.3002301
5.603163,12.649707
6.912661,15.490977
6.2000575,13.001899
9.453891,13.820144
-2.305267,-4.533166
7.686418,9.969222
-2.3568356,-4.4822683
-2.6835105,-3.719323
-2.7027519,-3.6762722
7.936927,9.013197
1.4034274,-0.6568267
20.732334,15.877255
15.828808,6.1138053
-2.7393327,-3.6438065
2.5550196,-0.18128583
-2.7126992,-3.662637
-2.701628,-3.664514
8.079327,15.916684
16.763643,1.5905801
21.031424,9.770257
1.9769434,-0.5862941
6.0916433,19.865356
4.558897,19.712551
-1.0381455,0.12297042
-3.623634,1.4100003
19.983871,16.672827
-0.78211164,-0.036225002
8.991761,21.095718
-2.2905777,-4.546883
15.104462,6.7529464
20.886955,15.951435
-2.7653916,-3.6132708
-2.6748617,-3.7097347
9.689986,21.092682
-2.7073243,-3.9009569
-2.7160673,-3.6641343
1.4911746,16.199854
-2.7126014,-3.668861
6.790525,22.216959
8.981495,14.906557
8.098431,16.740154
-2.2795382,-4.55689
-2.7833056,-3.5912251
-1.2965214,-6.9881516
6.669562,23.051939
6.6061807,21.05275
9.618153,20.847479
6.9176855,15.697898
7.656506,10.171541
12.977726,7.480002
6.2394214,20.403177
10.283185,12.60839
-2.795824,-3.5659115
2.9877417,18.486565
-2.7361143,-3.6298695
8.131459,15.316278
-2.8010745,-3.586534
-2.2859523,-4.5477457
7.9226093,9.322333
